DATETIME,CARRY,CARRY_CONTRACT,PRICE,PRICE_CONTRACT,FORWARD,FORWARD_CONTRACT
2021-01-06 23:00:00,0.0014381040036815461,20210300,0.0014380006039602538,20210200,0.0014381040036815461,20210300
2021-01-07 23:00:00,0.0014053036158462036,20210300,0.0014050074465394664,20210200,0.0014053036158462036,20210300
2021-01-08 23:00:00,0.0014070040662417511,20210300,0.0014066082455375351,20210200,0.0014070040662417511,20210300
2021-01-11 23:00:00,0.001390897963725381,20210300,0.0013904918169556572,20210200,0.001390897963725381,20210300
2021-01-12 23:00:00,0.0013790060124662144,20210300,0.0013787018143715875,20210200,0.0013790060124662144,20210300
2021-01-13 23:00:00,0.0013563919972872161,20210300,0.0013560057494643775,20210200,0.0013563919972872161,20210300
2021-01-14 23:00:00,0.0013778090081152953,20210300,0.0013769931976536035,20210200,0.0013778090081152953,20210300
2021-01-15 23:00:00,0.001362602024826609,20210300,0.001361896849932586,20210200,0.001362602024826609,20210300
2021-01-19 23:00:00,0.001355197181189863,20210300,0.0013544996478300913,20210200,0.001355197181189863,20210300
2021-01-20 23:00:00,0.0013855021059632011,20210300,0.001385195035460993,20210200,0.0013855021059632011,20210300
2021-01-21 23:00:00,0.0013938059264627992,20210300,0.001393495164571779,20210200,0.0013938059264627992,20210300
2021-01-22 23:00:00,0.0013788919224511182,20210300,0.0013788919224511182,20210200,0.0013788919224511182,20210300
2021-01-25 23:00:00,0.0013647964406108828,20210300,0.0013647964406108828,20210200,0.0013647964406108828,20210300
2021-01-26 23:00:00,0.0013637913399249914,20210300,0.001363605372605168,20210200,0.0013637913399249914,20210300
2021-01-27 23:00:00,0.0013570914815367705,20210300,0.00135690733679797,20210200,0.0013570914815367705,20210300
2021-01-28 23:00:00,0.001356208042313691,20210300,0.0013556932337350704,20210200,0.001356208042313691,20210300
2021-01-29 23:00:00,0.001362008144808706,20210300,0.0013612479921592114,20210200,0.001362008144808706,20210300
2021-02-01 23:00:00,0.001359600821198896,20210400,0.0013593975150213427,20210300,0.001359600821198896,20210400
2021-02-02 23:00:00,0.0013623050200939992,20210400,0.001362008144808706,20210300,0.0013623050200939992,20210400
2021-02-03 23:00:00,0.0013626948653657472,20210400,0.0013623978201634875,20210300,0.0013626948653657472,20210400
2021-02-04 23:00:00,0.0013574046423238766,20210400,0.0013570914815367705,20210300,0.0013574046423238766,20210400
2021-02-05 23:00:00,0.0013544996478300913,20210400,0.0013540961408259984,20210300,0.0013544996478300913,20210400
2021-02-08 23:00:00,0.001359896647854763,20210400,0.0013596932532020775,20210300,0.001359896647854763,20210400
2021-02-09 23:00:00,0.0013623978201634875,20210400,0.001361804118095653,20210300,0.0013623978201634875,20210400
2021-02-10 23:00:00,0.001381406271584473,20210400,0.0013804909025649519,20210300,0.001381406271584473,20210400
2021-02-11 23:00:00,0.0013778090081152953,20210400,0.0013772966421507866,20210300,0.0013778090081152953,20210400
2021-02-12 23:00:00,0.001387693930226749,20210400,0.0013870010263807597,20210300,0.001387693930226749,20210400
2021-02-16 23:00:00,0.0013915947676036735,20210400,0.001390897963725381,20210300,0.0013915947676036735,20210400
2021-02-17 23:00:00,0.0014013060172080381,20210400,0.0014007956519302965,20210300,0.0014013060172080381,20210400
2021-02-18 23:00:00,0.0014079945933007615,20210400,0.0014072020601438161,20210300,0.0014079945933007615,20210400
2021-02-19 23:00:00,0.0014129083305075164,20210400,0.0014122099673779494,20210300,0.0014129083305075164,20210400
2021-02-22 23:00:00,0.0014154081329351318,20210400,0.0014147072970602382,20210300,0.0014154081329351318,20210400
2021-02-23 23:00:00,0.0014175951915171106,20210400,0.0014168921886733641,20210300,0.0014175951915171106,20210400
2021-02-24 23:00:00,0.0014265945760874215,20210400,0.0014258013003307858,20210300,0.0014265945760874215,20210400
2021-02-25 23:00:00,0.0013968041121913063,20210400,0.0013961020829843078,20210300,0.0013968041121913063,20210400
2021-02-26 23:00:00,0.0013771069736697144,20210400,0.001389062521704102,20210300,0.0013771069736697144,20210400
2021-03-01 23:00:00,0.0013835085777531822,20210500,0.0013831067343466894,20210400,0.0013835085777531822,20210500
2021-03-02 23:00:00,0.0013723068478111704,20210500,0.0013717044799868314,20210400,0.0013723068478111704,20210500
2021-03-03 23:00:00,0.0013762919941094705,20210500,0.0013757996835660727,20210400,0.0013762919941094705,20210500
2021-03-04 23:00:00,0.001367801942278758,20210500,0.0013674091698458932,20210400,0.001367801942278758,20210500
2021-03-05 23:00:00,0.001365504622233146,20210500,0.0013650013650013649,20210400,0.001365504622233146,20210500
2021-03-08 23:00:00,0.0013598041881968995,20210500,0.0013593975150213427,20210400,0.0013598041881968995,20210500
2021-03-09 23:00:00,0.0013610071452875127,20210500,0.0013605071970830727,20210400,0.0013610071452875127,20210500
2021-03-10 23:00:00,0.0013811963923150232,20210500,0.0013807005674679332,20210400,0.0013811963923150232,20210500
2021-03-11 23:00:00,0.0014021902211253981,20210500,0.0014016006279170812,20210400,0.0014021902211253981,20210500
2021-03-12 23:00:00,0.001382208215845635,20210500,0.0013815971262779775,20210400,0.001382208215845635,20210500
2021-03-15 23:00:00,0.0013832980592328231,20210500,0.0013827051243051904,20210400,0.0013832980592328231,20210500
2021-03-16 23:00:00,0.0013757996835660727,20210500,0.001375307725103492,20210400,0.0013757996835660727,20210500
2021-03-17 23:00:00,0.0013731925353253779,20210500,0.0013727966613585195,20210400,0.0013731925353253779,20210500
2021-03-18 23:00:00,0.0013914979475405276,20210500,0.0013910914503519464,20210400,0.0013914979475405276,20210500
2021-03-19 23:00:00,0.0014001092085182644,20210500,0.0013997956298380436,20210400,0.0014001092085182644,20210500
2021-03-22 23:00:00,0.0013946028868279758,20210500,0.0013942917694956846,20210400,0.0013946028868279758,20210500
2021-03-23 23:00:00,0.001382609537240588,20210500,0.001382303747425459,20210400,0.001382609537240588,20210500
2021-03-24 23:00:00,0.001374702720536684,20210500,0.0013744948731341234,20210400,0.001374702720536684,20210500
2021-03-25 23:00:00,0.0013792913201197226,20210500,0.0013791962044520454,20210400,0.0013792913201197226,20210500
2021-03-26 23:00:00,0.0013656911079851961,20210500,0.001365504622233146,20210400,0.0013656911079851961,20210500
2021-03-29 23:00:00,0.001363605372605168,20210500,0.001363493816555542,20210400,0.001363605372605168,20210500
2021-03-30 23:00:00,0.001371798565098701,20210500,0.0013714975381619188,20210400,0.001371798565098701,20210500
2021-03-31 23:00:00,0.001390008618053432,20210500,0.001385386938571943,20210400,0.001390008618053432,20210500
2021-04-01 23:00:00,0.0013949919787961218,20210600,0.0013947974056768256,20210500,0.0013949919787961218,20210600
2021-04-05 23:00:00,0.0013864049134190133,20210600,0.0013863088141514402,20210500,0.0013864049134190133,20210600
2021-04-06 23:00:00,0.0013933980798974462,20210600,0.0013933010087499305,20210500,0.0013933980798974462,20210600
2021-04-07 23:00:00,0.0014001092085182644,20210600,0.0014001092085182644,20210500,0.0014001092085182644,20210600
2021-04-08 23:00:00,0.0014122099673779494,20210600,0.0014122099673779494,20210500,0.0014122099673779494,20210600
2021-04-09 23:00:00,0.0014038043096792304,20210600,0.0014038043096792304,20210500,0.0014038043096792304,20210600
2021-04-12 23:00:00,0.0014039028499227856,20210600,0.0014038043096792304,20210500,0.0014039028499227856,20210600
2021-04-13 23:00:00,0.0014133077053536097,20210600,0.0014133077053536097,20210500,0.0014133077053536097,20210600
2021-04-14 23:00:00,0.001410994468901682,20210600,0.001410994468901682,20210500,0.001410994468901682,20210600
2021-04-15 23:00:00,0.0014288980338363053,20210600,0.0014290001286100115,20210500,0.0014288980338363053,20210600
2021-04-16 23:00:00,0.0014192046776986178,20210600,0.0014194061204791913,20210500,0.0014192046776986178,20210600
2021-04-19 23:00:00,0.0014249073810202338,20210600,0.0014250901369511624,20210500,0.0014249073810202338,20210600
2021-04-20 23:00:00,0.0014343086632243255,20210600,0.0014344938388489619,20210500,0.0014343086632243255,20210600
2021-04-21 23:00:00,0.0014337945372428131,20210600,0.0014338973329509608,20210500,0.0014337945372428131,20210600
2021-04-22 23:00:00,0.001415508309033774,20210600,0.0014158089224278294,20210500,0.001415508309033774,20210600
2021-04-23 23:00:00,0.0014031936687901663,20210600,0.0014035087719298245,20210500,0.0014031936687901663,20210600
2021-04-26 23:00:00,0.0014199906280618548,20210600,0.0014203940173003991,20210500,0.0014199906280618548,20210600
2021-04-27 23:00:00,0.0014262079981744538,20210600,0.0014265945760874215,20210500,0.0014262079981744538,20210600
