DATE_TIME,current_contract,next_contract,carry_contract
2021-06-15 23:00:00,20210600,20210900,20210900
2021-09-17 23:00:00,20210900,20211200,20211200
2021-12-17 23:00:00,20211200,20220300,20220300
2022-03-16 23:00:00,20220300,20220600,20220600
