DATE_TIME,current_contract,next_contract,carry_contract
2021-06-24 23:00:00,20210700,20211000,20211000
2021-09-24 23:00:00,20211000,20211200,20211200
2021-11-23 23:00:00,20211200,20220300,20220300
2021-11-23 23:00:00,20211200,20220300,20220300
2022-02-07 23:00:01,20220300,20220500,20220500
2022-04-08 23:00:00,20220500,20220700,20220700

