DATE_TIME,current_contract,next_contract,carry_contract
2021-06-03 20:00:01,20210600,20210900,20210900
2021-08-30 18:00:01,20210900,20211200,20211200
2021-12-02 17:00:01,20211200,20220300,20220300
2022-03-02 23:00:00,20220300,20220600,20220600
2022-06-03 01:00:00,20220600,20220900,20220900
