DATE_TIME,current_contract,next_contract,carry_contract
2021-04-06 20:00:01,20210400,20210600,20210600
2021-05-24 21:00:01,20210600,20210800,20210800
2021-08-05 23:00:01,20210800,20211000,20211000
2021-09-23 19:00:01,20211000,20211200,20211200
2021-11-26 18:00:01,20211200,20220200,20220200
2022-01-24 19:00:01,20220200,20220400,20220400
2022-03-28 23:00:00,20220400,20220600,20220600
2022-04-08 23:00:00,20220600,20220800,20220800
