DATE_TIME,current_contract,next_contract,carry_contract
2021-04-12 20:00:01,20210600,20210800,20210400
2021-06-24 20:00:01,20210800,20211000,20210600
2021-08-26 19:00:01,20211000,20211200,20210800
2021-11-12 18:00:01,20211200,20220200,20211000
2021-12-10 19:00:01,20220200,20220400,20211200
2022-02-08 18:00:01,20220400,20220600,20220200
2022-04-08 23:00:00,20220600,20220800,20220400
