DATE_TIME,current_contract,next_contract,carry_contract
2013-06-07 23:00:00,20130600,20130700,20130700
2013-07-08 23:00:00,20130700,20130800,20130800
2013-08-07 23:00:00,20130800,20130900,20130900
2013-09-09 23:00:00,20130900,20131000,20131000
2013-10-08 23:00:00,20131000,20131100,20131100
2013-11-07 23:00:00,20131100,20131200,20131200
2013-12-09 23:00:00,20131200,20140100,20140100
2014-01-07 23:00:00,20140100,20140200,20140200
2014-02-07 23:00:00,20140200,20140300,20140300
2014-03-07 23:00:00,20140300,20140400,20140400
2014-04-08 23:00:00,20140400,20140500,20140500
2014-05-07 23:00:00,20140500,20140600,20140600
2014-06-09 23:00:00,20140600,20140700,20140700
2014-07-08 23:00:00,20140700,20140800,20140800
2014-08-07 23:00:00,20140800,20140900,20140900
2014-09-08 23:00:00,20140900,20141000,20141000
2014-10-07 23:00:00,20141000,20141100,20141100
2014-11-07 23:00:00,20141100,20141200,20141200
2014-12-08 23:00:00,20141200,20150100,20150100
2015-01-07 23:00:00,20150100,20150200,20150200
2015-02-09 23:00:00,20150200,20150300,20150300
2015-03-09 23:00:00,20150300,20150400,20150400
2015-04-07 23:00:00,20150400,20150500,20150500
2015-05-07 23:00:00,20150500,20150600,20150600
2015-06-08 23:00:00,20150600,20150700,20150700
2015-07-07 23:00:00,20150700,20150800,20150800
2015-08-07 23:00:00,20150800,20150900,20150900
2015-09-08 23:00:00,20150900,20151000,20151000
2015-10-07 23:00:00,20151000,20151100,20151100
2015-11-09 23:00:00,20151100,20151200,20151200
2015-12-08 23:00:00,20151200,20160100,20160100
2016-01-07 23:00:00,20160100,20160200,20160200
2016-02-08 23:00:00,20160200,20160300,20160300
2016-03-08 23:00:00,20160300,20160400,20160400
2016-04-07 23:00:00,20160400,20160500,20160500
2016-05-09 23:00:00,20160500,20160600,20160600
2016-06-07 23:00:00,20160600,20160700,20160700
2016-07-07 23:00:00,20160700,20160800,20160800
2016-08-08 23:00:00,20160800,20160900,20160900
2016-09-07 23:00:00,20160900,20161000,20161000
2016-10-07 23:00:00,20161000,20161100,20161100
2016-11-08 23:00:00,20161100,20161200,20161200
2016-12-07 23:00:00,20161200,20170100,20170100
2017-01-09 23:00:00,20170100,20170200,20170200
2017-02-07 23:00:00,20170200,20170300,20170300
2017-03-07 23:00:00,20170300,20170400,20170400
2017-04-07 23:00:00,20170400,20170500,20170500
2017-05-08 23:00:00,20170500,20170600,20170600
2017-06-07 23:00:00,20170600,20170700,20170700
2017-07-07 23:00:00,20170700,20170800,20170800
2017-08-08 23:00:00,20170800,20170900,20170900
2017-09-07 23:00:00,20170900,20171000,20171000
2017-10-09 23:00:00,20171000,20171100,20171100
2017-11-07 23:00:00,20171100,20171200,20171200
2017-12-07 23:00:00,20171200,20180100,20180100
2018-01-08 23:00:00,20180100,20180200,20180200
2018-02-07 23:00:00,20180200,20180300,20180300
2018-03-07 23:00:00,20180300,20180400,20180400
2018-04-09 23:00:00,20180400,20180500,20180500
2018-05-08 23:00:00,20180500,20180600,20180600
2018-06-07 23:00:00,20180600,20180700,20180700
2018-07-09 01:00:00,20180700,20180800,20180800
2018-08-07 01:00:00,20180800,20180900,20180900
2018-09-06 03:00:00,20180900,20181000,20181000
2018-10-05 02:00:00,20181000,20181100,20181100
2018-11-06 02:00:00,20181100,20181200,20181200
2018-12-06 07:00:00,20181200,20190100,20190100
2019-01-07 07:00:00,20190100,20190200,20190200
2019-02-06 02:00:00,20190200,20190300,20190300
2019-03-06 02:00:00,20190300,20190400,20190400
2019-04-05 01:00:00,20190400,20190500,20190500
2019-05-06 02:00:00,20190500,20190600,20190600
2019-06-06 08:00:00,20190600,20190700,20190700
2019-07-05 08:00:00,20190700,20190800,20190800
2019-08-06 02:00:00,20190800,20190900,20190900
2019-09-06 02:00:00,20190900,20191000,20191000
2019-10-07 11:00:00,20191000,20191100,20191100
2019-11-06 02:00:00,20191100,20191200,20191200
2019-12-10 13:00:00,20191200,20200100,20200100
2020-01-07 09:00:00,20200100,20200200,20200200
2020-02-06 03:00:00,20200200,20200300,20200300
2020-03-06 08:00:00,20200300,20200400,20200400
2020-04-06 08:00:00,20200400,20200500,20200500
2020-05-06 02:00:00,20200500,20200600,20200600
2020-06-05 08:00:00,20200600,20200700,20200700
2020-07-06 07:00:00,20200700,20200800,20200800
2020-08-06 02:00:00,20200800,20200900,20200900
2020-09-07 02:00:00,20200900,20201000,20201000
2020-10-06 15:00:00,20201000,20201100,20201100
2020-11-06 02:00:00,20201100,20201200,20201200
2020-12-07 07:00:00,20201200,20210100,20210100
2021-01-06 21:00:00,20210100,20210200,20210200
2021-02-05 03:00:00,20210200,20210300,20210300
2021-03-05 10:00:00,20210300,20210400,20210400
2021-04-06 03:00:00,20210400,20210500,20210500
2021-05-06 02:00:00,20210500,20210600,20210600
2021-06-07 07:00:00,20210600,20210700,20210700
2021-07-06 13:00:00,20210700,20210800,20210800
2021-08-06 02:00:00,20210800,20210900,20210900
2021-08-27 16:00:00,20210900,20211000,20211000
2021-10-12 17:00:02,20211000,20211100,20211100
2021-10-25 17:00:01,20211100,20211200,20211200
2021-11-19 17:00:02,20211200,20220100,20220100
2021-12-08 17:00:02,20220100,20220200,20220200
2022-01-21 18:00:01,20220200,20220300,20220300
2022-02-21 17:00:01,20220300,20220400,20220400
2022-02-28 18:00:00,20220400,20220500,20220500
