DATETIME,PRICE
2023-12-04 23:00:00,0.12794350015033362
2023-12-05 23:00:00,0.12788868568797718
2023-12-06 23:00:00,0.12801802493791126
2023-12-07 23:00:00,0.12801474729888881
2023-12-08 23:00:00,0.12805245028363618
2023-12-11 23:00:00,0.12812135654892312
2023-12-12 23:00:00,0.1280557298536323
2023-12-13 23:00:00,0.12803277639075603
2023-12-14 23:00:00,0.1280827927172124
2023-12-15 23:00:00,0.128164871290428
2023-12-18 23:00:00,0.1282774898660783
2023-12-19 23:00:00,0.12821499089673563
2023-12-20 23:00:00,0.12808115221804536
2023-12-21 23:00:00,0.12804917088161855
2023-12-22 23:00:00,0.1280040961310762
2023-12-26 23:00:00,0.12807213022374203
2023-12-27 23:00:00,0.1280196638203628
2023-12-28 23:00:00,0.12797379096760983
2023-12-29 23:00:00,0.12806228949761164
2024-01-02 23:00:00,0.12795004830114323
2024-01-03 23:00:00,0.12808853479525048
2024-01-04 23:00:00,0.1280631095003618
2024-01-05 23:00:00,0.12801146982769657
2024-01-08 23:00:00,0.12809345698621716
2024-01-09 23:00:00,0.127938589477051
2024-01-10 23:00:00,0.12788705015730106
2024-01-11 23:00:00,0.12790258938792215
2024-01-12 23:00:00,0.12785598302072546
2024-01-15 23:00:00,0.12781839562349814
2024-01-16 23:00:00,0.12777266687110295
2024-01-17 23:00:00,0.12785843514061232
2024-01-18 23:00:00,0.12786006993945825
2024-01-19 23:00:00,0.12790749729795411
2024-01-22 23:00:00,0.1279132236690629
2024-01-23 23:00:00,0.12784372383198778
2024-01-24 23:00:00,0.12790995139421849
2024-01-25 23:00:00,0.1279083153195789
2024-01-26 23:00:00,0.12795495985413136
2024-01-29 23:00:00,0.1279803422194351
2024-01-30 23:00:00,0.12790995139421849
2024-01-31 23:00:00,0.12790667928679236
2024-02-01 23:00:00,0.12787805548628828
2024-02-02 23:00:00,0.12786579206464893
2024-02-05 23:00:00,0.12784862722536516
2024-02-06 23:00:00,0.12783310110319965
2024-02-07 23:00:00,0.127890321260487
2024-02-08 23:00:00,0.12785598302072546
2024-02-09 23:00:00,0.12788214381625893
2024-02-12 23:00:00,0.12792631444288088
2024-02-13 23:00:00,0.12789277469769345
2024-02-14 23:00:00,0.12790586128609344
2024-02-15 23:00:00,0.12788705015730106
2024-02-16 23:00:00,0.12784290663632528
2024-02-19 23:00:00,0.12786088735455825
2024-02-20 23:00:00,0.12786415711947627
2024-02-21 23:00:00,0.12786333966256866
2024-02-22 23:00:00,0.1278404551120202
2024-02-23 23:00:00,0.12781349454875446
2024-02-26 23:00:00,0.12781104415232522
2024-02-27 23:00:00,0.12780777710323674
2024-02-28 23:00:00,0.12774736680740167
2024-02-29 23:00:00,0.12773104950216824
2024-03-01 23:00:00,0.12774410301284467
2024-03-04 23:00:00,0.12779961021118885
2024-03-05 23:00:00,0.12780941060690298
2024-03-06 23:00:00,0.12779552715654952
2024-03-07 23:00:00,0.12786415711947627
2024-03-08 23:00:00,0.12787314983536333
2024-03-11 23:00:00,0.12784862722536516
2024-03-12 23:00:00,0.12782002939860676
2024-03-13 23:00:00,0.12781676189015428
2024-03-14 23:00:00,0.12783310110319965
2024-03-15 23:00:00,0.12782983292640837
2024-03-18 23:00:00,0.1278845969397216
2024-03-19 23:00:00,0.12782574794040763
2024-03-20 23:00:00,0.12782901590832105
2024-03-21 23:00:00,0.1278518963632528
2024-03-22 23:00:00,0.1278412722763417
2024-03-25 23:00:00,0.12784699271911376
2024-03-26 23:00:00,0.12781839562349814
2024-03-27 23:00:00,0.12781431136844393
2024-03-28 23:00:00,0.12777348316903794
2024-03-29 23:00:00,0.1277930774489946
2024-04-01 23:00:00,0.12778246313475938
2024-04-02 23:00:00,0.12772778654132314
2024-04-03 23:00:00,0.12773349683220928
2024-04-04 23:00:00,0.12773349683220928
2024-04-05 23:00:00,0.12773104950216824
2024-04-08 23:00:00,0.1276845680431063
2024-04-09 23:00:00,0.1276959814074651
2024-04-10 23:00:00,0.12762183099040922
2024-04-11 23:00:00,0.1275843811200633
2024-04-12 23:00:00,0.12758763675799814
2024-04-15 23:00:00,0.1277367600848172
2024-04-16 23:00:00,0.12768538321575637
2024-04-17 23:00:00,0.12770739681242338
2024-04-18 23:00:00,0.12768782879615914
2024-04-19 23:00:00,0.12767071170038238
2024-04-22 23:00:00,0.12762264536219306
2024-04-23 23:00:00,0.12763486218625755
2024-04-24 23:00:00,0.12768782879615914
2024-04-25 23:00:00,0.12774736680740167
2024-04-26 23:00:00,0.12774573488927637
2024-04-29 23:00:00,0.12778572888979758
2024-04-30 23:00:00,0.12780614364132484
2024-05-01 23:00:00,0.12782738190347753
2024-05-02 23:00:00,0.1279885322275124
2024-05-03 23:00:00,0.12801638609742047
2024-05-06 23:00:00,0.12790504329585717
2024-05-07 23:00:00,0.12785598302072546
2024-05-08 23:00:00,0.1279205868996527
2024-05-09 23:00:00,0.12797051559320732
2024-05-10 23:00:00,0.1279819801371967
2024-05-13 23:00:00,0.1280040961310762
2024-05-14 23:00:00,0.12800901183443314
2024-05-15 23:00:00,0.1280458916475665
2024-05-16 23:00:00,0.12818294269581545
2024-05-17 23:00:00,0.1281615861277899
2024-05-20 23:00:00,0.12823143208863358
2024-05-21 23:00:00,0.12812956461573943
2024-05-22 23:00:00,0.12807541080188015
2024-05-23 23:00:00,0.12805245028363618
2024-05-24 23:00:00,0.1279942658568896
2024-05-27 23:00:00,0.12807787134577822
2024-05-28 23:00:00,0.12801556669290984
2024-05-29 23:00:00,0.1279803422194351
